Origin,Target,weight
RUNX1,MYL9,1
SON,GHSR,1
SON,LEP,1
SON,RB1,1
SON,PRKAA2,1
MYC,ING4,1
MYC,PLPP3,1
DLX4,RXFP2,-1
CTCF,RASSF1,1
E2F1,RASSF1,1
NR3C1,DEFB1,1
ELF5,KRT77,1
EGR1,GAD1,1
TCF7,IL2,1
TP53,USP7,1
FOXM1,CHEK1,1
NFE2L2,CYP2A6,1
SP7,COL5A1,1
SP1,EPHX2,-1
TCF7L2,PMEPA1,1
STAT5A,GNLY,1
ESR1,RYK,1
SIX3,WNT8B,-1
EPAS1,PTHLH,1
BATF,SNCA,1
ESR1,SIN3A,1
ESR1,APAF1,1
NCOA2,ERBB2,1
TP53,MAP3K1,1
SMAD1,DPYSL2,-1
ZNF350,ATXN2,1
ZNF350,AQP1,-1
REST,KCNQ2,-1
REST,KCNQ3,-1
SP1,KCNQ2,1
SP1,KCNQ3,1
HBP1,SQSTM1,-1
EGR1,GCK,1
CLOCK,JUN,1
CDX2,CDX4,1
CDX1,CDX4,1
SNAI1,ISYNA1,-1
TP53,TIGAR,1
RELA,MUC5B,1
NFAT5,TERT,1
GRHL2,TERT,1
GRHL2,GRHL2,1
AR,MMP7,1
ZNF219,COL2A1,1
MYOD1,CCND1,1
MYC,RAD50,1
MYC,RAD51,1
MYC,RAD51B,1
MYC,RAD51C,1
MYC,XRCC2,1
MYC,XRCC4,1
DNMT1,EPCAM,1
NR3C1,HTR2A,1
TCF3,HTR2A,1
PDX1,SLC30A8,1
ESR1,WNK4,-1
TP53,DAPK1,1
SOX2,RBPJ,1
RBPJ,SOX2,1
PRDM1,TNF,-1
ZNF384,WNT2,1
HIF1A,SLC11A2,1
DMRT1,SLC11A2,1
KLF4,CCL2,1
KLF4,PTGS2,1
SPI1,MME,1
TP53,EDN1,1
TP53,THBD,-1
TP53,KLF2,-1
KLF2,TP53,1
ELF5,MUC4,1
PPARA,PLIN2,1
PPARG,FABP3,1
TBX15,PLIN2,-1
PAX3,NRP1,1
TBX5,PDLIM7,1
AHR,SOS1,1
RELA,TNFSF13B,1
KAT7,JUN,1
HIF1A,CCL4,1
PRDM14,POU5F1,1
DNMT1,HR,1
NR1H4,HLA-DRB1,1
CLOCK,MYOD1,1
MYOD1,BCL2,1
MYOD1,BCL2L1,1
MYOD1,DLD,1
MYOD1,PVR,1
MYOD1,SELENOW,1
MYOD1,TOE1,1
STAT6,GATA3,1
ZNF699,AKT1,-1
ZNF699,MAGI2,-1
LEF1,MRE11,1
NR3C1,KLF15,1
KLF15,NR3C1,1
PHOX2B,ALK,1
TP53,PGP,1
CREB1,HK2,1
AR,PFKFB2,1
OLIG2,SOX10,1
CREB1,BIRC3,1
NFYA,DDIT3,1
DDIT3,NFYA,1
ISL1,ISL1,1
POU2F1,ISL1,1
PREB,TRH,1
MYOD1,NOTCH3,1
PAX7,NOTCH3,-1
NANOG,MARCHF7,1
PDX1,TBX15,1
TBX15,TBX15,-1
SP1,MKI67,1
EBF1,TAC4,1
STAT3,UBE2G1,1
ERG,ICAM1,-1
ONECUT1,CYP51A1,1
ONECUT1,HSPH1,1
POU3F2,FLG,1
RXRA,BMAL1,1
RXRA,SERPINE1,1
SP1,RAF1,1
DDIT3,CEBPD,1
CEBPD,DDIT3,1
E2F1,DDIT3,-1
CEBPD,RB1,1
DDIT3,RB1,1
FOXI1,CFTR,-1
TP63,KLF4,-1
GLI1,MUC5AC,1
GLI2,MUC5AC,1
WT1,IL10,1
SP1,GLTP,1
SP3,GLTP,1
E2F1,THBS1,1
FOS,ERCC4,1
THAP1,TOR1A,-1
GRHL2,CDH1,1
GRHL2,CLDN4,1
PITX2,MYOD1,1
MYOD1,MYF6,1
MYF6,MYOD1,1
FOXO3,BBC3,1
NR2F2,FLT1,-1
NR2F2,VEGFA,-1
ETS2,EGFR,1
MYC,LILRB1,1
HNF1A,AFM,1
HNF1B,AFM,1
SREBF1,LRP1,-1
ETV4,ABCB1,1
KLF5,SOX17,1
KLF4,AGRP,1
ERG,VWF,1
GATA4,EPOR,1
SP1,EPOR,1
HIF1A,CCN1,1
NR1H3,PLIN1,1
NR1H3,LIPE,1
GATA4,EP300,1
MEF2C,EP300,1
NKX2-5,EP300,1
PITX2,MYF5,1
RELA,WNT5A,1
SOX2,MUC5AC,1
NFAT5,IL7,1
NFAT5,CD24,1
STAT5A,CDKN1A,1
STAT5A,CDKN2B,-1
STAT5B,CDKN2B,1
STAT1,IFI30,-1
GATA1,CCR3,1
NFKB2,LTA,1
JUN,PON1,1
EGR1,ALAS1,1
ATF4,HLA-DRB1,1
SNAI2,UBE2D3,-1
DLX4,UBE2D3,-1
GRHL3,UBE2D3,1
DLX5,IRS2,1
FOXO1,TLR4,1
SP1,ABCB8,1
OTX2,THEG,1
AR,HOXC8,1
HOXC8,AR,-1
NCOA3,HOXC8,1
KMT2A,ASXL1,1
KMT2A,ASXL2,1
KMT2A,CBX5,1
KMT2A,TFAP2A,1
TFAP2A,ASXL1,1
TFAP2A,ASXL2,1
TFAP2A,CBX5,1
USF1,CEACAM1,1
IRF1,CEACAM1,1
USF1,IFNG,-1
FOXN1,IL2,1
FOXN1,KDM3A,1
NRF1,PRDX3,1
NRF1,PRDX5,1
NRF1,PRDX4,1
RARA,TRIB1,1
CREB1,ABCB1,1
NFE2L2,PPARGC1B,1
NR6A1,HCRT,1
STAT1,IFIT3,1
FOXN1,MMP1,1
SIX1,TGFBR1,1
SPIB,FCER1G,1
SPIB,FCER2,1
SPIC,FCER1G,1
SPIC,FCER2,1
ZKSCAN3,CCND2,-1
ZNF354C,CCND2,-1
TP53,PIK3C3,1
CTCF,POLR2F,1
NKX2-2,CCND2,1
CEBPB,MAFA,1
MAFA,TNF,1
E2F3,DLST,1
E2F3,NEO1,1
MTF2,CBX2,1
MTF2,CDKN2A,1
MEIS3,PDK1,1
POU2F1,RPTOR,1
RARA,RPTOR,1
IRF4,RUNX3,-1
ESR1,DBH,1
ESR2,DBH,1
SALL1,DKK1,1
NFKB2,DMP1,1
TEF,BCL2,1
KLF2,CCN3,1
LHX8,AKT1,1
MYCN,PTDSS1,1
AR,FLG,1
AR,KRT1,1
PAX5,SLC22A2,1
RELB,CSF2,1
MITF,KCNMA1,1
CREB1,RAB25,1
MBD2,BCL2,-1
NR4A2,CDKN2C,1
MLXIP,KIT,1
RUNX1,KIT,1
SP1,SIGIRR,1
NRL,PPP2R5C,1
USF1,CYP27A1,1
IRF4,APOBEC3G,1
NFATC2,APOBEC3G,1
MYOD1,EYA2,1
MEOX1,EYA2,1
TEF,HSPA4,1
PGR,ZEB1,1
ZEB1,OXTR,-1
ZEB2,GJA1,-1
ZEB2,OXTR,-1
TP53,LIMK2,1
NR1H4,AKR1B15,1
PPARA,G6PC1,1
NR5A1,LIPA,1
NR5A1,LIPE,1
FOXO1,NR0B2,1
POU5F1,FGF8,1
POU5F1,WNT3,-1
SP5,WNT2,1
TP53,GATA4,1
GATA4,TP53,1
ESR1,SGK3,1
KAT7,SIK2,1
TFAP2A,MLIP,1
STAT1,CCND1,1
RARG,HOXA1,1
HOXA10,TGFBR2,1
VDR,MCM7,1
FOSL1,JUNB,1
JUNB,JUNB,1
MYB,GSK3B,1
MYB,HBG1,1
TP53,ATXN3,1
IKZF1,NOTCH1,-1
NR4A3,HGF,1
SPI1,CLEC5A,1
STAT3,SOX6,1
TBX21,SMARCA4,1
SP1,CREM,1
PAX8,L1CAM,1
IRF1,IL23A,1
TP53,RPL11,1
HSF1,SLC1A2,1
SOX10,SUFU,1
CDX1,MAFB,-1
MAFB,CDX1,1
STAT3,SETD7,1
MYC,MMP10,1
PDX1,SETD7,1
HES1,CTNND2,-1
SPI1,CTNND2,1
ATF6,ALG12,1
JUN,BRF1,1
TBP,JUN,1
IRX1,IRX1,-1
PDX1,NKX6-1,1
NKX6-1,PDX1,-1
NEUROG3,NKX6-1,1
GATA4,FGF2,1
PPARG,CCL20,-1
KLF6,CCL20,1
FOXO3,EGFR,1
PITX2,TWIST2,1
IRF8,IFNB1,-1
FOS,KIR3DL1,1
FOS,NGF,1
RARA,MED25,1
RARA,PTOV1,1
CTCF,NF1,1
ATF4,PRKN,1
POU2F2,CSF3,1
VDR,CD44,1
PITX2,GSTP1,1
PITX2,HPGDS,1
RARB,GSTP1,1
RARB,HPGDS,1
ELF4,GZMB,1
NR2F2,SLC2A4,1
NANOG,KDR,1
SPI1,CD80,1
SPI1,CD86,1
TCF3,JAK2,1
ESR2,BTG2,1
ESR2,CCNB1,1
ESR2,GADD45A,1
FOS,GSTK1,1
FOS,GSTP1,1
JUN,GSTK1,1
JUN,GSTP1,1
CEBPB,CBX5,1
VDR,DDIT4,1
MYCN,NGFR,-1
MYCN,NTRK1,-1
ZBTB17,NGF,1
ZBTB17,NGFR,1
ZBTB17,NTRK1,1
SATB2,CNTF,1
ELK3,CHAT,1
ELK3,CNTF,1
SOX11,TUBB3,1
TTF1,MUC5B,-1
GATA4,MUC5B,1
GATA6,MUC5B,1
GATA6,TGFB1,-1
NR1I2,GADD45B,1
NFE2L2,IL6,-1
RELA,MYOD1,1
RELA,SUB1,1
TP63,ERBB2,1
TP73,ERBB2,1
ESR1,MFGE8,1
RUNX3,TIMP1,1
RUNX1,PF4,1
IRF6,NOS2,1
TP63,NOS2,1
TEF,TSHB,1
HLF,TSHB,1
SIX1,TSHB,1
FOXA2,CA2,1
SP1,CA2,1
RELA,ATM,1
TCF3,FOXP3,1
TFAP2A,CXCL1,1
TFAP2C,CXCL1,1
IRF3,TANK,1
NFKB1,TANK,1
RELA,TANK,1
FOXO3,CDH1,1
YBX1,CDH1,1
MTF1,ZAP70,1
MTF1,CDC25C,1
RXRA,IGF2,1
GATA2,COP1,1
GATA2,PRKN,1
JUN,SLC29A1,-1
USF1,RUNX2,1
ZKSCAN7,GDNF,-1
ZNF91,GDNF,1
NFATC1,CCR9,1
NFATC2,CCR9,1
RARA,CCR9,1
NFATC1,AKT1,1
NFATC1,PTEN,1
NFATC1,CDKN1B,1
NFATC4,PTEN,1
DNMT1,JAK2,1
DNMT1,LOX,1
FLI1,LOX,1
ETS1,IL7R,1
FOXO1,SIRT1,1
NR1H2,XPC,1
DNMT1,L1CAM,1
CEBPB,NFYA,1
DDIT3,PTGS2,1
ETV4,NFYA,1
TP63,PTGS2,1
KLF8,MMP9,1
TP63,IL1A,1
ATF2,CYP2C19,1
HSF1,PHB1,1
RELA,TGM2,1
PPARG,CDH2,-1
TP53,AAR2,1
TP53,PIERCE1,1
SMAD3,MYF5,1
SMAD4,MYF5,1
ATF4,BBC3,1
NR5A1,ANGPT2,1
NCOA1,CCND1,1
ZNF699,CCND2,-1
HES1,MSI1,1
RUNX1,SLC9A3R1,1
CEBPB,FOXA1,1
CEBPG,FOXA1,1
ZBTB17,IL7R,1
FOXO1,CTLA4,1
TEAD4,VEGFB,1
AR,FUS,1
YY1,ACTA2,1
HES1,NEUROG2,-1
NEUROG2,HES1,1
NEUROG2,SIRT1,1
AR,TFF3,1
ERG,TFF3,1
SP1,FEZF1,1
FEZF1,FEZF1,-1
AR,BTG2,-1
NRF1,KIF17,1
NFE2L2,KIF17,1
NFE2L2,KIF1A,1
NRF1,KIF1A,1
CREB1,C3,-1
ZBTB7A,MMP14,-1
SPI1,IFIT3,1
ZNF354C,PTCH1,-1
ZNF431,PTCH1,-1
STAT2,IFNG,1
PPARA,DEPP1,1
SP1,REST,1
SP3,REST,1
ESR1,EIF5B,1
ESR1,GALNS,1
ESR1,PKIB,1
ESR1,SERINC1,1
ESR1,TRAPPC2L,1
IRF3,SV2A,1
FEV,HTR1A,1
SNAI2,CXCL12,1
KLF4,TRH,1
STAT3,NOSTRIN,-1
ETV5,WT1,1
PGR,BCL2L1,1
SP1,BCL2L1,1
GATA4,PPP1R9B,1
SP1,PPP1R9B,1
FOXO1,CP,1
ETS1,SERPINB5,1
JUN,SERPINB5,1
NR1H3,ARL4C,1
NFIX,GFAP,1
NFIX,SPARCL1,1
TBX3,GATA6,-1
SP1,BLMH,1
BCL6,NOS2,1
JUN,CARM1,1
SP1,CARM1,1
HIF1A,FBLN5,1
HIF1A,NEDD8,1
EPAS1,NEDD8,1
HNF1A,MAFA,1
MAFA,MAFA,1
HIF1A,IGFBP3,1
HIF1A,TFF1,1
ESR1,TKT,1
NR0B1,LBP,-1
NR5A1,LBP,1
SP1,ADAM15,1
JUN,MBD3,1
FOXM1,FOXF1,1
FOXM1,KDR,1
RBPJ,PLAU,1
ATF2,TRIB3,1
PROX1,NOTCH1,1
KLF4,ATF3,1
TBX18,GJA1,-1
HSF1,ST8SIA4,1
HIF1A,ALAS2,1
TFE3,GPNMB,1
TFE3,FLCN,1
CREB1,UCHL1,1
YY1,UCHL1,1
RELA,UCHL1,1
NFE2L2,MDM2,1
ESR1,POMC,1
NFIL3,AREG,-1
NFIL3,EREG,-1
ATF5,BCL2,1
IRF6,BCL2,1
TCF3,CD38,1
HHEX,WNT2,1
LHX1,HHEX,1
OTX2,HHEX,1
IRF8,CIITA,1
IRF8,GSTP1,1
TP53,PPP1R2C,1
IRF1,MYD88,1
IRF1,SPG7,1
IRF1,TLR2,1
MYC,TP53INP1,-1
IRF8,TLR3,-1
IRF1,TLR3,1
KLF1,HBA2,1
TP53,RRAD,1
NKX2-2,ERMN,1
ZNF91,JAZF1,1
NR3C1,SLC2A5,1
NR3C1,SLC5A1,1
EGR1,GGPS1,1
AR,INPP4B,1
HIF1A,HP,1
TBR1,FEZF2,-1
FEZF2,TBR1,1
FEZF2,FEZF2,1
TBR1,TBR1,1
SALL2,SALL2,1
TFAP4,SALL2,1
IRF8,TRIM63,1
SPI1,IFNB1,1
HSF1,DLG1,1
NFE2,AHSP,1
POU2F2,H2BC11,1
SP1,NAPEPLD,1
FOS,NRF1,1
JUN,NRF1,1
MEF2A,PRKAA2,1
TP73,BAK1,1
MYC,JUNB,-1
SP3,NOX4,1
ZEB2,COL1A2,-1
ZEB2,MMP1,1
CLOCK,RHBDF2,1
CLOCK,TRNT1,1
PAX3,PCDH10,1
CEBPG,PRLR,1
GFI1,GHR,-1
HIF1A,ELN,1
HIF1A,LOX,1
TBX21,CCL11,1
TP53,SLC10A4,1
FOS,IL2RA,1
SP1,CDC25B,1
TP53,CDC25B,-1
ERG,WNT2,1
ERG,WNT11,1
AR,OGA,1
ATF4,PTGS2,1
MAF,SERPINH1,1
MAF,CCR4,1
ETS2,MMP1,1
GATA3,MMP1,1
FOXO1,PMAIP1,1
PPARA,IGF1,1
ERG,RUNX1,1
SP1,GSTM2,1
CREB1,MAT2A,1
GATA1,SLC25A37,1
E2F1,TGM1,-1
E2F7,SP1,-1
YY1,LTB,1
FOXO1,IAPP,-1
RUNX1,PRKCQ,1
CEBPA,GPX4,1
REST,DYRK1A,1
NFYB,TOP2A,-1
FOS,KDM2B,1
IRF5,NOS2,1
FOXD3,CAPN6,1
POU2F1,CAPN6,1
STAT3,MICA,-1
EGR1,TRPM3,1
PDX1,CHGB,1
YBX3,GTPBP1,-1
HSF2,HIF1A,1
HSF4,HIF1A,1
HIF1A,IL6,1
HSF2,IL6,1
ELK1,MCL1,1
SRF,MCL1,1
HEYL,HES1,-1
MYB,CXCR4,1
KLF10,TMBIM6,1
GLI3,GLI3,1
CREM,NFATC1,1
SHOX,ACAN,1
SOX5,ACAN,1
SOX6,ACAN,1
IRF9,SNCA,1
SOX6,SOCS3,1
PLAGL2,MPL,1
CREB1,NOLC1,1
HSF1,CXCL3,1
NR2F1,CIP2A,1
HNF1A,CIP2A,1
HIF1A,GPER1,1
AHR,IL17A,1
NR1H3,IL17A,1
SREBF1,IL17A,-1
NR1H3,AHR,1
ESR2,CXCL8,1
HOXB13,AR,-1
RELA,CD28,1
DLX3,SUMO1,1
BCL6,CD63,1
REST,GABRA6,-1
DNMT1,CADM1,1
YY1,TBX21,-1
TBX21,YY1,1
AR,SETD7,1
AR,NR5A2,1
HNF4A,PLA2G12B,1
STAT6,SPDEF,1
STAT6,IL5,1
NFE2L2,AKR1B10,1
FOXP3,LATS2,1
RELA,ILK,1
KLF9,NOTCH1,1
HNF1B,LHX1,1
HNF1B,PAX8,1
LHX1,PAX8,1
OSR2,PAX8,1
ESR1,MECP2,1
MECP2,ESR1,-1
FOXO1,RUNX2,1
MLXIPL,PPARA,-1
TTF1,APP,1
TTF1,MT-ATP6,1
TTF1,POMC,1
PGR,PLD1,1
CDX2,DPP4,1
MYC,DPP4,-1
ZFP90,NPPB,-1
FOXQ1,CDH1,-1
FOXQ1,ITK,-1
FEZF2,CS,1
TBR1,CS,1
TP53,USP29,1
BHLHE22,INS,-1
SP3,PDGFRA,1
SP1,SUMO3,1
NR1I2,NCOA6,1
CEBPB,BTG2,1
CEBPB,CCN1,1
CEBPB,SOCS1,1
CEBPB,ZFP36,1
ESR1,RPS6KB1,1
FOXO3,CCND1,-1
ATF3,LDLR,-1
STAT1,ST14,1
CREB1,MDM2,-1
NR1H4,ABCC4,-1
SP1,DRG2,1
STAT3,BATF,1
BATF,STAT3,1
FOXO1,HYOU1,1
EGR1,CDH1,1
HNF4A,RCAN1,1
TP53,CASP9,1
PAX5,PIM2,1
TP63,SPATA18,1
TP53,SPATA18,1
PITX1,TERT,-1
ATF3,SLC11A1,1
MTF1,MT3,1
AR,TP63,1
TP63,AR,1
CTCF,CDKN1C,-1
MYC,GFAP,1
MYC,NES,1
PPARA,CYP1A1,1
ATF3,WNT7B,1
MYOD1,TCAP,1
MYOG,TCAP,1
IRF4,IL17A,1
AR,MUC1,-1
YBX1,BMP7,1
VDR,IL12B,1
NR1H3,CD24,1
RARA,PCNA,-1
E2F4,CDKN1B,1
PPARA,LRP2,1
PPARG,LRP2,1
TAL1,DMP1,1
TAL1,MEPE,1
STAT5A,SFTPB,1
TP63,DELEC1,1
BHLHE40,TP63,-1
TWIST1,ZEB1,1
ATF2,FGF21,1
TP53,NUAK1,1
TP53,STK11,1
NR1H4,ABCG5,1
KAT7,TRRAP,1
TP53,PAX5,1
PAX5,TP53,1
SPI1,CD44,1
HOXB3,HOXB1,1
HOXB3,TG,1
POU2F1,PHF11,1
MYOD1,PAX7,1
PAX7,MYOD1,1
VENTX,CDKN1A,1
VENTX,CDKN2A,1
VENTX,RB1,1
VENTX,TP53,1
CREB1,CCL26,1
CTCF,RBL2,1
CTCFL,RBL2,1
TP53,DDX3X,1
JUN,TRAF2,1
TP53,KIFBP,1
CXXC1,OPRM1,1
JUNB,GZMB,1
JUNB,NPM1,1
KMT2A,ABCC3,1
KMT2A,GBA2,1
NR1H4,FGFR1,1
NR1H4,ME3,1
NR1H4,SLC10A1,-1
SPI1,SLC10A1,1
SMAD4,ID2,1
TBX6,WNT3A,1
FOXO1,INS,-1
PDX1,HP,1
CTCF,SYT8,1
SP1,GAPDH,1
HIF1A,GAPDH,1
TCF7,IL17A,-1
TP53,SPARC,1
GATA3,TOX,1
ZBTB7B,TOX,1
NEUROD1,INSM2,1
NEUROG3,INSM2,1
CEBPB,ALK,1
CEBPB,NPM1,1
WT1,ALDH1A2,1
NCOA1,ITGA5,1
JUN,ITGA5,1
HIF1A,NCOR2,1
ERG,CCN3,1
TP53,LRP1,1
YBX1,LRP1,1
CEBPG,MAD1L1,1
STAT3,MAD1L1,1
GATA4,LRRC10,1
MEF2C,LRRC10,1
IRF1,C4B_2,1
ARID5A,COL2A1,1
TP53,ANXA4,1
NEUROD1,SLIT2,1
RELA,MAPK8,1
ZNF143,SKP2,1
GATA4,KDR,1
TP53,AKT2,1
ZEB2,ANGPT1,1
NR1H2,POMC,1
STAT5A,ABCB1,1
TP53,CCND2,1
NFKB1,FGFR1,1
NFKB1,ME3,1
RELA,ME3,1
RELA,KMT5C,1
STAT6,IL24,1
TBP,MYOD1,1
NR3C1,ACO1,1
STAT5A,TFRC,1
SNAI1,FN1,1
TFCP2,FN1,1
NR4A2,AXIN2,1
TP53,DUOXA1,1
ELK1,SMN1,1
SALL2,BAX,1
SP3,NGB,1
TP53,RASSF1,-1
FOSL2,RGS4,1
JUNB,FOXP3,1
REL,FOXP3,1
REL,TGFB1,1
PAX3,GFAP,1
ZEB1,FXYD3,-1
AR,SDCBP,1
AR,IL1RL1,1
E2F5,CBX5,-1
NEUROD1,WNT1,1
POU4F1,WNT1,1
ESR1,MEMO1,1
NRF1,INS,1
ZNF746,INS,1
ZNF746,PPARGC1A,-1
WT1,MEN1,1
DNMT1,PAX2,1
MEF2A,FGFR1,1
MEF2A,ME3,1
NKX2-5,FGFR1,1
NKX2-5,ME3,1
CEBPB,UHRF1,1
NFYA,UHRF1,1
SP3,UHRF1,1
TP53,UHRF1,-1
CEBPD,CCN2,1
NFE2L2,KPNA6,1
MAFB,CSNK2A2,1
NFIL3,IL10,1
NFIL3,IL12B,-1
RARA,CDKN1A,1
HNF4A,ITK,1
HESX1,MYOCD,-1
TEAD2,POU5F1,1
DNMT1,SLC38A2,1
EGR1,SLC5A5,1
NR4A1,LEP,1
HIF1A,GHR,1
MTF1,SNCB,1
CUX1,CD38,-1
NR3C1,CDKN2A,-1
NR3C1,SIRT1,1
ELF1,SIRT1,1
SMAD4,POR,1
JUNB,CYP19A1,1
JUND,CYP19A1,1
ZNF91,ZMAT3,1
ELK1,SPAST,-1
RBPJ,CDH2,1
SMAD4,CDH2,1
NFATC1,CD5,1
TP53,DDR1,1
HES1,DDR1,1
HEY2,DDR1,1
PDX1,RB1,1
STAT2,P2RY4,1
TP73,IFNA1,1
POU2F1,NOX4,1
NFE2L2,NOX4,1
THAP11,CCND1,-1
THAP11,CDKN1A,1
THAP11,JAK2,1
THAP11,ODC1,1
NEUROD1,SQSTM1,1
SPI1,LIMD1,1
HES5,IL12A,1
SMAD3,MYOCD,-1
TTF1,CREBBP,1
TTF1,KRT9,1
DDIT3,RHO,1
JUN,COP1,1
ETV4,SNAI1,1
YY1,MAT2A,-1
USF1,MAT2A,1
GTF2I,SIRT1,1
NR1D1,NUPR1,-1
NR1D1,RARRES2,-1
NR1D1,RCVRN,-1
NR1D1,RGR,-1
NR2C1,RGR,1
NR2E3,NUPR1,1
NR2E3,RARRES2,1
NR2E3,RCVRN,1
NR2E3,RGR,1
EGR2,PMP22,1
SOX10,PMP22,1
HIF1A,ATP5IF1,1
NFATC1,OGA,1
NFATC1,KAT2B,1
PAX6,FOXG1,1
FOXG1,PAX6,-1
PAX9,OSR2,1
ATF3,TREM1,1
EGR3,TREM1,1
EGR3,TYROBP,1
TP53,SLC31A1,1
ZNF699,RNF123,-1
ETS1,MCL1,1
XBP1,MCL1,1
FOXO1,CCN3,1
PAX3,CCN3,1
TBPL1,POT1,1
NR1I3,LRATD1,1
ETV2,TEK,1
HOXB9,REN,1
STAT5A,CD36,1
AR,STIM1,1
ARNT,ESR2,1
CXXC1,ACTA2,1
TFCP2,ACTA2,1
SP1,SERPINE2,1
TP63,THOP1,1
TP73,THOP1,1
DNMT1,PLAT,1
JUN,BCL2L11,1
ETS2,GSK3B,1
KAT7,GSK3B,1
YY1,APH1A,1
PITX2,POLR2F,1
PITX2,TNFSF4,1
KMT2A,AFF1,1
ETS1,TMEM131L,1
HNF4A,WNT10B,1
GATA4,JARID2,1
PAX7,TP53,-1
IRF2,CXCR4,-1
TP53,PC,1
RUNX1,VEGFA,-1
ZBTB17,BIN1,1
ZNF354C,BIN1,-1
ESR1,RHO,1
KDM5B,CFC1,-1
KDM5B,FGFR1,-1
KDM5B,ME3,-1
HIF1A,DDX3X,1
NKX2-5,TPO,1
EGR1,BCL2L11,1
FLI1,ESR1,1
MBD2,NFATC2,-1
NFATC2,KDM1A,1
SP1,ATF2,1
E2F1,SLC11A1,1
PPARG,SIRT3,1
CEBPA,IL4,1
ATF3,CD82,1
IRF5,IRF4,1
IRF4,IRF5,1
IRF5,IRF5,1
HOXA10,ARIH2,1
HOXA10,CISH,1
KAT7,BCLAF1,1
RELA,BCLAF1,1
JUN,APOM,-1
JUNB,APOM,-1
SPI1,APOM,1
HIF1A,LRP1,1
HSF1,CSF3,1
HSF1,CSF2,1
HSF1,THEG,1
CEBPB,CSF2,1
CEBPB,THEG,1
TBX3,SPP1,-1
HIF1A,HSF1,1
HESX1,NLRP3,-1
HIF1A,ESR1,1
MBD2,APP,-1
MBD2,SLC25A5,-1
ESRRG,DNMT1,1
DNMT1,NR0B2,1
HIF1A,MAT2A,1
TP53,DYM,1
NFYA,IGF1,1
STAT6,VCAM1,1
GATA4,MPG,1
NFE2L2,HBG1,1
SP1,CDH5,1
SP3,CDH5,1
MSX2,ABCG2,1
SP1,ABCG2,1
ELF4,MAB21L1,1
SP1,STC1,1
FOXN1,LXN,1
FOXA2,PI3,1
ATF3,ID1,-1
NR5A1,PIAS1,1
NR4A2,FOXP3,1
MEF2A,ZNF266,1
ZNF266,ZNF266,-1
NFKB1,CXCR5,1
CEBPB,LAMC1,1
FOXO1,BGLAP,-1
RBPJ,BMP2,1
CDX4,HOXA10,1
HOXA10,CDX4,1
JUND,RHOH,-1
NCOA2,IL6,1
HEY1,ATXN1L,1
FOXD3,RND3,1
NR2C2,SCD,1
NR2C2,INS,1
TP63,ID2,-1
TP53,OTX1,1
ATF2,FN1,1
TRERF1,IL4,1
TRERF1,FOXP3,1
FOS,IL27,1
MAX,NRP1,1
TP53,KDM6B,1
KCNIP3,CACNA1C,-1
KCNIP3,CAMK2A,-1
FOSL1,CEBPA,-1
NFAT5,TNFSF11,1
IRF8,ACOT11,1
IRF8,CTLA4,1
E2F1,NEUROG3,1
NEUROG3,CDK4,1
NR1H4,PPARGC1A,1
ESR1,CYP2C9,1
HOXC9,CXCL8,-1
ARNT,CRYAB,1
GLI1,REG4,1
CDX1,SLC26A3,1
CTCF,PLCB1,1
CTCF,PLCB4,1
PAX6,PLCB1,1
PAX6,PLCB4,1
RORA,PLCB4,1
PPARD,MMP9,1
TP73,UHRF1,1
HOXA1,ALDH1A2,1
PBX1,ALDH1A2,1
PBX2,ALDH1A2,1
STAT2,KRT27,1
STAT2,ME3,1
TCF12,IFNA1,1
NFATC1,TIMP1,1
NFIL3,IL13,-1
HOXD1,ITGB1,1
FOXO1,ANGPTL2,1
JUN,H1-2,1
SPI1,UCHL1,1
SP1,DOK7,1
DLX2,AMELX,1
DLX2,FOXJ1,1
FOXJ1,DLX2,1
FOXJ1,AMELX,1
PITX2,AMELX,1
NCOA2,CCND1,1
BHLHE40,CCND1,-1
CREB1,XPC,1
FOS,CXCL2,1
JUN,NT5E,1
SRY,NTF3,1
SOX9,NTF3,1
EOMES,IL2RB,1
TBX21,IL2RB,1
TP63,RBL2,1
TP63,SKP2,1
MSX2,WNT3A,1
MSX2,WNT7A,1
MSX2,WNT7B,1
MSX2,LRP5,1
MSX2,WNT10B,1
MSX2,WNT2,1
SMAD3,EGR2,1
GATA6,CAV1,-1
TBX4,FGF10,1
AHR,WIF1,1
ESR1,WIF1,1
NFATC1,IL6,1
NR2C2,TGFB1I1,1
PITX2,MAP2K4,1
TBX21,SOCS1,1
TBX21,SOCS3,1
RUNX1,CBFA2T3,1
RUNX1,SIN3A,1
SPI1,CBFA2T3,1
SPI1,SIN3A,1
STAT5A,FKBP1A,1
STAT5A,QPCT,1
RARA,PCK1,1
DLX3,DLX3,1
MAFA,CDK4,1
SREBF2,NR1H3,1
NR1H3,SREBF2,1
RUNX3,IL1B,1
NFATC3,C4B_2,1
SRF,INS,1
AR,MCL1,1
AR,ACACA,1
SALL4,ABCG2,1
SP1,RGN,-1
HOXB2,KAT2B,1
KAT7,FGFR1,1
KAT7,HAT1,1
KAT7,KRT16,1
KAT7,KRT8,1
STAT1,MAP3K14,1
STAT1,TRAF6,1
TP63,BCL2,1
TP63,BBC3,1
SP1,ASPN,1
THRA,THRSP,1
KLF2,RELN,1
JUN,ASAH2,1
